Serial Number,NZDT,Latitude,Longitude,GPS Heading,GPS Speed
004-0009-00431,16/10/20 16:46:06,-37.5546557,175.4591424,2,1.792184377
004-0009-00431,16/10/20 16:46:05,-37.5546718,175.4591416,353,1.275817879
004-0009-00431,16/10/20 16:46:04,-37.5546832,175.4591432,355,1.850523266
004-0009-00431,16/10/20 16:46:03,-37.5546998,175.4591446,358,1.157326007
004-0009-00431,16/10/20 16:46:02,-37.5547102,175.459145,6,1.151368124
004-0009-00431,16/10/20 16:46:01,-37.5547205,175.4591437,5,2.047367294
004-0009-00431,16/10/20 16:46:00,-37.5547388,175.4591412,0,1.112333163
004-0009-00431,16/10/20 16:45:59,-37.5547488,175.4591411,354,1.154291891
004-0009-00431,16/10/20 16:45:58,-37.5547591,175.4591427,354,0.98277265
004-0009-00431,16/10/20 16:45:57,-37.5547679,175.4591437,357,1.224034696
004-0009-00431,16/10/20 16:45:56,-37.5547789,175.4591441,356,0.562554938
004-0009-00431,16/10/20 16:45:54,-37.5547988,175.4591467,349,1.10479652
004-0009-00431,16/10/20 16:45:53,-37.5548085,175.4591494,348,0.594232618
004-0009-00431,16/10/20 16:45:51,-37.554819,175.4591519,351,1.669644937
004-0009-00431,16/10/20 16:45:50,-37.5548339,175.4591542,347,0.853796861
004-0009-00431,16/10/20 16:45:48,-37.554849,175.4591577,3,1.139451019
004-0009-00431,16/10/20 16:45:47,-37.5548592,175.4591565,2,1.872161761
004-0009-00431,16/10/20 16:45:46,-37.554876,175.4591552,9,0.887413885
004-0009-00431,16/10/20 16:45:44,-37.5548917,175.4591516,24,1.084296276
004-0009-00431,16/10/20 16:45:43,-37.5549003,175.4591458,11,1.14321656
004-0009-00431,16/10/20 16:45:42,-37.5549103,175.4591428,2,1.201572422
004-0009-00431,16/10/20 16:45:41,-37.5549211,175.4591425,3,1.916066998
004-0009-00431,16/10/20 16:45:40,-37.5549383,175.4591413,3,1.170597129
004-0009-00431,16/10/20 16:45:39,-37.5549488,175.4591404,3,1.246053992
004-0009-00431,16/10/20 16:45:38,-37.55496,175.4591401,5,1.771706045
004-0009-00431,16/10/20 16:45:37,-37.5549759,175.4591389,359,0.917656679
004-0009-00431,16/10/20 16:45:35,-37.5549924,175.459139,0,1.246893196
004-0009-00431,16/10/20 16:45:34,-37.5550036,175.4591384,355,1.964776377
004-0009-00431,16/10/20 16:45:33,-37.5550212,175.4591403,358,1.235780284
004-0009-00431,16/10/20 16:45:32,-37.5550323,175.4591409,2,1.246053992
004-0009-00431,16/10/20 16:45:31,-37.5550435,175.4591406,358,1.336614356
004-0009-00431,16/10/20 16:45:30,-37.5550555,175.4591414,357,1.134578447
004-0009-00431,16/10/20 16:45:29,-37.5550657,175.4591415,359,1.006716583
004-0009-00431,16/10/20 16:45:27,-37.5550838,175.4591412,1,1.191330519
004-0009-00431,16/10/20 16:45:26,-37.5550945,175.4591406,356,1.202088198
004-0009-00431,16/10/20 16:45:25,-37.5551053,175.4591411,351,1.20185311
004-0009-00431,16/10/20 16:45:24,-37.555116,175.459143,357,1.160835627
004-0009-00431,16/10/20 16:45:23,-37.5551264,175.4591441,1,1.056830061
004-0009-00431,16/10/20 16:45:22,-37.5551359,175.4591439,8,0.861732564
004-0009-00431,16/10/20 16:45:20,-37.5551511,175.4591401,10,1.70602728
004-0009-00431,16/10/20 16:45:19,-37.5551662,175.4591367,5,1.794452742
004-0009-00431,16/10/20 16:45:18,-37.5551823,175.4591354,4,1.283497091
004-0009-00431,16/10/20 16:45:17,-37.5551938,175.4591342,3,0.629203285
004-0009-00431,16/10/20 16:45:15,-37.5552051,175.4591335,357,1.770743607
004-0009-00431,16/10/20 16:45:14,-37.555221,175.4591345,1,0.901230365
004-0009-00431,16/10/20 16:45:12,-37.5552372,175.459134,3,1.236187765
004-0009-00431,16/10/20 16:45:11,-37.5552483,175.4591333,359,1.101491947
004-0009-00431,16/10/20 16:45:10,-37.5552582,175.4591336,357,1.134544299
004-0009-00431,16/10/20 16:45:09,-37.5552684,175.4591336,355,1.695841487
004-0009-00431,16/10/20 16:45:08,-37.5552836,175.4591351,3,1.170034336
004-0009-00431,16/10/20 16:45:07,-37.5552941,175.4591343,7,1.098020085
004-0009-00431,16/10/20 16:45:06,-37.5553039,175.4591328,10,1.215421509
004-0009-00431,16/10/20 16:45:05,-37.5553147,175.4591307,17,1.174936505
004-0009-00431,16/10/20 16:45:04,-37.5553247,175.4591264,7,1.226416255
004-0009-00431,16/10/20 16:45:03,-37.5553356,175.4591243,3,1.338931151
004-0009-00431,16/10/20 16:45:02,-37.5553476,175.4591231,6,1.145554718
004-0009-00431,16/10/20 16:45:01,-37.5553578,175.4591213,1,1.846499159
004-0009-00431,16/10/20 16:45:00,-37.5553744,175.4591211,3,0.578662998
004-0009-00431,16/10/20 16:44:58,-37.5553956,175.4591204,0,1.157325997
004-0009-00431,16/10/20 16:44:57,-37.555406,175.45912,357,0.901348572
004-0009-00431,16/10/20 16:44:55,-37.5554222,175.4591206,0,1.824360398
004-0009-00431,16/10/20 16:44:54,-37.5554386,175.4591209,0,0.600705597
004-0009-00431,16/10/20 16:44:52,-37.5554494,175.4591207,358,1.201314449
004-0009-00431,16/10/20 16:44:51,-37.5554602,175.4591208,359,1.80226727
004-0009-00431,16/10/20 16:44:50,-37.5554764,175.4591204,359,0.62846397
004-0009-00431,16/10/20 16:44:48,-37.5554877,175.4591203,357,1.958139754
004-0009-00431,16/10/20 16:44:47,-37.5555053,175.4591208,0,1.290296091
004-0009-00431,16/10/20 16:44:46,-37.5555169,175.4591207,359,1.401495898
004-0009-00431,16/10/20 16:44:45,-37.5555295,175.4591207,0,1.201798095
004-0009-00431,16/10/20 16:44:44,-37.5555403,175.4591203,0,1.279627588
004-0009-00431,16/10/20 16:44:43,-37.5555518,175.4591207,5,1.868538754
004-0009-00431,16/10/20 16:44:42,-37.5555685,175.4591184,2,1.268783694
004-0009-00431,16/10/20 16:44:41,-37.5555799,175.4591179,0,1.223559829
004-0009-00431,16/10/20 16:44:40,-37.5555909,175.4591178,359,1.212437136
004-0009-00431,16/10/20 16:44:39,-37.5556018,175.4591179,359,1.390400779
004-0009-00431,16/10/20 16:44:38,-37.5556143,175.4591178,358,1.223813108
004-0009-00431,16/10/20 16:44:37,-37.5556253,175.4591181,1,1.268142305
004-0009-00431,16/10/20 16:44:36,-37.5556367,175.4591183,1,1.824700138
004-0009-00431,16/10/20 16:44:35,-37.5556531,175.4591178,3,1.225552982
004-0009-00431,16/10/20 16:44:34,-37.5556641,175.459117,359,1.358031357
004-0009-00431,16/10/20 16:44:33,-37.5556763,175.4591176,1,1.169106822
004-0009-00431,16/10/20 16:44:32,-37.5556868,175.459117,358,0.617341264
004-0009-00431,16/10/20 16:44:30,-37.5556979,175.4591171,358,1.223654815
004-0009-00431,16/10/20 16:44:29,-37.5557089,175.4591173,1,1.835313358
004-0009-00431,16/10/20 16:44:28,-37.5557254,175.4591174,359,0.967859675
004-0009-00431,16/10/20 16:44:26,-37.5557428,175.459117,356,1.280232956
004-0009-00431,16/10/20 16:44:25,-37.5557543,175.4591176,358,1.39040078
004-0009-00431,16/10/20 16:44:24,-37.5557668,175.4591175,5,1.920449515
004-0009-00431,16/10/20 16:44:23,-37.555784,175.4591156,357,0.967949734
004-0009-00431,16/10/20 16:44:21,-37.5558014,175.4591161,353,1.855645243
004-0009-00431,16/10/20 16:44:20,-37.555818,175.4591182,357,1.09019452
004-0009-00431,16/10/20 16:44:19,-37.5558278,175.4591184,355,1.237785025
004-0009-00431,16/10/20 16:44:18,-37.5558389,175.4591194,356,1.169537527
004-0009-00431,16/10/20 16:44:17,-37.5558494,175.4591201,358,0.601221322
004-0009-00431,16/10/20 16:44:15,-37.5558714,175.4591207,1,0.568108139
004-0009-00431,16/10/20 16:44:13,-37.5558816,175.45912,1,1.235435361
004-0009-00431,16/10/20 16:44:12,-37.5558927,175.4591195,5,1.631666679
004-0009-00431,16/10/20 16:44:11,-37.5559073,175.4591177,0,1.123421316
004-0009-00431,16/10/20 16:44:10,-37.5559174,175.4591177,9,1.578001892
004-0009-00431,16/10/20 16:44:09,-37.5559314,175.4591148,7,1.061949798
004-0009-00431,16/10/20 16:44:08,-37.5559409,175.4591136,7,0.552807402
004-0009-00431,16/10/20 16:44:06,-37.5559507,175.4591115,2,1.793416067
004-0009-00431,16/10/20 16:44:05,-37.5559668,175.4591104,14,1.19599534
004-0009-00431,16/10/20 16:44:04,-37.5559771,175.4591065,11,0.990194966
004-0009-00431,16/10/20 16:44:02,-37.5559947,175.4591031,8,1.284080736
004-0009-00431,16/10/20 16:44:01,-37.5560061,175.4591008,5,1.244776229
004-0009-00431,16/10/20 16:44:00,-37.5560172,175.459099,0,1.946601691
004-0009-00431,16/10/20 16:43:59,-37.5560347,175.4590988,2,1.159499812
004-0009-00431,16/10/20 16:43:58,-37.5560451,175.4590979,0,1.401938114
004-0009-00431,16/10/20 16:43:57,-37.5560577,175.4590975,2,1.843716539
004-0009-00431,16/10/20 16:43:56,-37.5560742,175.4590955,1,1.291346542
004-0009-00431,16/10/20 16:43:55,-37.5560858,175.4590949,1,1.837401941
004-0009-00431,16/10/20 16:43:54,-37.5561023,175.4590939,6,1.409083042
004-0009-00431,16/10/20 16:43:53,-37.5561148,175.4590913,359,1.023399644
004-0009-00431,16/10/20 16:43:51,-37.5561332,175.459091,352,1.266844375
004-0009-00431,16/10/20 16:43:50,-37.5561445,175.4590928,354,1.171225683
004-0009-00431,16/10/20 16:43:49,-37.556155,175.4590938,5,1.138668581
004-0009-00431,16/10/20 16:43:48,-37.5561652,175.4590927,2,1.168742237
004-0009-00431,16/10/20 16:43:47,-37.5561757,175.4590922,3,1.871168094
004-0009-00431,16/10/20 16:43:46,-37.5561925,175.4590911,4,1.172680183
004-0009-00431,16/10/20 16:43:45,-37.556203,175.4590899,356,0.56742579
004-0009-00431,16/10/20 16:43:43,-37.5562132,175.4590902,352,1.106229903
004-0009-00431,16/10/20 16:43:42,-37.5562231,175.4590914,347,1.043884179
004-0009-00431,16/10/20 16:43:41,-37.5562322,175.4590943,343,1.06982301
004-0009-00431,16/10/20 16:43:40,-37.5562415,175.4590974,342,1.116370757
004-0009-00431,16/10/20 16:43:39,-37.5562511,175.4591011,345,1.727689015
004-0009-00431,16/10/20 16:43:38,-37.5562662,175.4591057,346,0.853796325
004-0009-00431,16/10/20 16:43:36,-37.5562813,175.4591092,4,0.975514694
004-0009-00431,16/10/20 16:43:35,-37.55629,175.4591078,3,1.369145976
004-0009-00431,16/10/20 16:43:34,-37.5563023,175.4591072,352,0.85699855
004-0009-00431,16/10/20 16:43:33,-37.5563099,175.4591088,4,0.387360281
004-0009-00431,16/10/20 16:43:31,-37.5563168,175.4591076,351,1.286873122
004-0009-00431,16/10/20 16:43:30,-37.5563283,175.4591092,343,1.007698097
004-0009-00431,16/10/20 16:43:29,-37.5563369,175.4591128,356,0.869198737
004-0009-00431,16/10/20 16:43:27,-37.5563525,175.459114,358,1.167913249
004-0009-00431,16/10/20 16:43:26,-37.556363,175.459114,358,1.202088171
004-0009-00431,16/10/20 16:43:25,-37.5563738,175.4591145,356,1.102441155
004-0009-00431,16/10/20 16:43:24,-37.5563837,175.4591151,355,1.543127427
004-0009-00431,16/10/20 16:43:23,-37.5563975,175.4591169,0,1.42398674
004-0009-00431,16/10/20 16:43:22,-37.5564103,175.4591172,2,1.001687501
004-0009-00431,16/10/20 16:43:21,-37.5564193,175.4591168,6,0.730798598
004-0009-00431,16/10/20 16:43:19,-37.5564324,175.4591155,8,1.016812125
004-0009-00431,16/10/20 16:43:18,-37.5564415,175.4591144,5,0.860981158
004-0009-00431,16/10/20 16:43:16,-37.5564569,175.4591124,7,1.636526667
004-0009-00431,16/10/20 16:43:15,-37.5564715,175.4591101,359,1.169106795
004-0009-00431,16/10/20 16:43:14,-37.556482,175.4591107,348,0.882743003
004-0009-00431,16/10/20 16:43:12,-37.5564976,175.4591144,19,1.117398159
004-0009-00431,16/10/20 16:43:11,-37.5565069,175.4591096,15,1.945591552
004-0009-00431,16/10/20 16:43:10,-37.5565238,175.4591039,10,1.297048502
004-0009-00431,16/10/20 16:43:09,-37.5565352,175.4591008,6,1.826352327
004-0009-00199,16/10/20 17:12:38,-37.5534661,175.4591527,9,2.750548415
004-0009-00199,16/10/20 17:12:37,-37.5534902,175.4591457,6,2.084564875
004-0009-00199,16/10/20 17:12:36,-37.5535088,175.4591428,322,1.743117344
004-0009-00199,16/10/20 17:12:35,-37.5535193,175.4591575,330,1.641119884
004-0009-00199,16/10/20 17:12:34,-37.5535319,175.4591672,336,1.490352436
004-0009-00199,16/10/20 17:12:33,-37.5535441,175.4591742,347,1.304912869
004-0009-00199,16/10/20 17:12:32,-37.5535555,175.4591777,359,1.056720081
004-0009-00199,16/10/20 17:12:31,-37.553565,175.4591778,359,1.702931627
004-0009-00199,16/10/20 17:12:30,-37.5535803,175.4591785,357,1.268508879
004-0009-00199,16/10/20 17:12:29,-37.5535917,175.4591789,359,1.201572433
004-0009-00199,16/10/20 17:12:28,-37.5536025,175.4591792,359,1.069111811
004-0009-00199,16/10/20 17:12:27,-37.5536121,175.4591798,2,1.079073011
004-0009-00199,16/10/20 17:12:26,-37.5536218,175.4591796,4,1.228079558
004-0009-00199,16/10/20 17:12:25,-37.5536328,175.4591784,2,1.291736589
004-0009-00199,16/10/20 17:12:24,-37.5536444,175.4591777,1,1.190679958
004-0009-00199,16/10/20 17:12:23,-37.5536551,175.4591773,358,1.714386393
004-0009-00199,16/10/20 17:12:22,-37.5536705,175.4591781,0,1.123455803
004-0009-00199,16/10/20 17:12:21,-37.5536806,175.4591782,6,0.583214718
004-0009-00199,16/10/20 17:12:19,-37.5537024,175.4591755,3,0.640797065
004-0009-00199,16/10/20 17:12:17,-37.5537139,175.4591746,6,1.115160146
004-0009-00199,16/10/20 17:12:16,-37.5537238,175.4591726,7,1.585730796
004-0009-00199,16/10/20 17:12:15,-37.553738,175.459171,0,1.190191769
004-0009-00199,16/10/20 17:12:14,-37.5537487,175.4591709,1,1.345909769
004-0009-00199,16/10/20 17:12:13,-37.5537608,175.459171,0,1.245805231
004-0009-00199,16/10/20 17:12:12,-37.553772,175.4591709,359,1.190289422
004-0009-00199,16/10/20 17:12:11,-37.5537827,175.4591707,355,0.574522031
004-0009-00199,16/10/20 17:12:09,-37.553793,175.4591717,359,1.034774479
004-0009-00199,16/10/20 17:12:08,-37.5538125,175.4591709,357,1.335802552
004-0009-00199,16/10/20 17:12:07,-37.5538245,175.4591715,358,1.902111625
004-0009-00199,16/10/20 17:12:06,-37.5538416,175.4591717,357,0.556305888
004-0009-00199,16/10/20 17:12:04,-37.5538516,175.459172,356,1.158430228
004-0009-00199,16/10/20 17:12:03,-37.553862,175.4591727,359,1.080221343
004-0009-00199,16/10/20 17:12:02,-37.5538717,175.4591721,359,1.147323142
004-0009-00199,16/10/20 17:12:01,-37.553882,175.4591714,353,1.387344284
004-0009-00199,16/10/20 17:12:00,-37.5538944,175.4591731,353,1.498878167
004-0009-00199,16/10/20 17:11:59,-37.5539078,175.4591749,348,1.480305403
004-0009-00199,16/10/20 17:11:58,-37.5539327,175.4591808,354,0.703451884
004-0009-00199,16/10/20 17:11:56,-37.5539453,175.4591822,357,1.469183454
004-0009-00199,16/10/20 17:11:55,-37.5539585,175.4591828,355,1.650807963
004-0009-00199,16/10/20 17:11:54,-37.5539733,175.4591842,351,0.993008731
004-0009-00199,16/10/20 17:11:52,-37.5539909,175.459188,9,1.032241339
004-0009-00199,16/10/20 17:11:51,-37.5540093,175.4591804,22,0.690241725
004-0009-00199,16/10/20 17:11:49,-37.5540207,175.4591742,12,1.288888927
004-0009-00199,16/10/20 17:11:47,-37.5540542,175.459166,9,1.188494897
004-0009-00199,16/10/20 17:11:46,-37.5540648,175.4591643,16,0.599705464
004-0009-00199,16/10/20 17:11:44,-37.5540856,175.4591569,10,1.301060808
004-0009-00199,16/10/20 17:11:43,-37.5540972,175.459155,16,1.116709375
004-0009-00199,16/10/20 17:11:41,-37.5541165,175.459148,10,1.21411432
004-0009-00199,16/10/20 17:11:39,-37.5541523,175.4591431,2,1.536586235
004-0009-00199,16/10/20 17:11:38,-37.5541661,175.4591423,0,0.734235634
004-0009-00199,16/10/20 17:11:36,-37.5541926,175.4591425,1,1.424177195
004-0009-00199,16/10/20 17:11:35,-37.5542054,175.4591421,359,1.345996123
004-0009-00199,16/10/20 17:11:34,-37.5542175,175.4591423,1,1.301508125
004-0009-00199,16/10/20 17:11:33,-37.5542292,175.4591421,0,1.268020099
004-0009-00199,16/10/20 17:11:32,-37.5542406,175.4591421,2,1.334874099
004-0009-00199,16/10/20 17:11:31,-37.5542526,175.4591419,1,1.123636837
004-0009-00199,16/10/20 17:11:29,-37.5542728,175.4591414,357,1.616288022
004-0009-00199,16/10/20 17:11:28,-37.5542873,175.4591426,359,2.235875605
004-0009-00199,16/10/20 17:11:27,-37.5543074,175.4591429,2,1.369146031
004-0009-00199,16/10/20 17:11:26,-37.5543197,175.4591423,5,1.417984276
004-0009-00199,16/10/20 17:11:24,-37.5543458,175.4591407,359,1.436187298
004-0009-00199,16/10/20 17:11:23,-37.5543587,175.4591414,358,1.346341487
004-0009-00199,16/10/20 17:11:22,-37.5543708,175.4591418,1,2.004921584
004-0009-00199,16/10/20 17:11:21,-37.5543888,175.4591406,1,0.951178015
004-0009-00199,16/10/20 17:11:19,-37.5544059,175.4591402,2,1.2361878
004-0009-00199,16/10/20 17:11:18,-37.554417,175.4591395,3,1.918996708
004-0009-00199,16/10/20 17:11:17,-37.5544342,175.4591378,359,1.301508126
004-0009-00199,16/10/20 17:11:16,-37.5544459,175.459138,0,0.639586685
004-0009-00199,16/10/20 17:11:13,-37.5544804,175.4591378,354,0.693211145
004-0009-00199,16/10/20 17:11:11,-37.5544928,175.4591394,352,1.465700293
004-0009-00199,16/10/20 17:11:10,-37.5545059,175.4591412,355,1.450508848
004-0009-00199,16/10/20 17:11:09,-37.5545189,175.4591425,349,1.415229338
004-0009-00199,16/10/20 17:11:08,-37.5545314,175.4591455,355,1.315460533
004-0009-00199,16/10/20 17:11:07,-37.5545432,175.4591465,357,1.268295053
004-0009-00199,16/10/20 17:11:06,-37.5545546,175.4591468,359,1.223654819
004-0009-00199,16/10/20 17:11:05,-37.5545763,175.4591471,357,1.245898523
004-0009-00199,16/10/20 17:11:04,-37.5545875,175.4591473,0,0.700872336
004-0009-00199,16/10/20 17:11:02,-37.5546001,175.459147,1,1.435836557
004-0009-00199,16/10/20 17:11:01,-37.554613,175.4591464,1,1.947795496
004-0009-00199,16/10/20 17:11:00,-37.5546305,175.4591456,2,1.213555028
004-0009-00199,16/10/20 17:10:59,-37.5546414,175.459145,2,0.61334528
004-0009-00199,16/10/20 17:10:57,-37.5546524,175.459144,5,1.254729657
004-0009-00199,16/10/20 17:10:56,-37.5546636,175.4591423,4,1.263813515
004-0009-00199,16/10/20 17:10:55,-37.5546855,175.4591407,352,1.264763471
004-0009-00199,16/10/20 17:10:54,-37.5546968,175.4591423,345,1.324522441
004-0009-00199,16/10/20 17:10:52,-37.554719,175.4591522,335,1.125003609
004-0009-00199,16/10/20 17:10:51,-37.5547278,175.4591585,351,1.706930999
004-0009-00199,16/10/20 17:10:50,-37.5547431,175.45916,356,1.192240757
004-0009-00199,16/10/20 17:10:49,-37.5547538,175.4591608,358,0.723114475
004-0009-00199,16/10/20 17:10:47,-37.5547668,175.4591611,0,1.435107836
004-0009-00199,16/10/20 17:10:46,-37.5547909,175.4591604,2,0.929029783
004-0009-00199,16/10/20 17:10:44,-37.5548076,175.4591599,358,1.201411196
004-0009-00199,16/10/20 17:10:43,-37.5548184,175.4591601,359,1.857538215
004-0009-00199,16/10/20 17:10:42,-37.5548351,175.4591601,0,1.435107836
004-0009-00199,16/10/20 17:10:41,-37.554848,175.4591604,1,0.667378999
004-0009-00199,16/10/20 17:10:39,-37.55486,175.4591604,2,1.246053994
004-0009-00199,16/10/20 17:10:38,-37.5548822,175.4591599,5,1.214114059
004-0009-00199,16/10/20 17:10:37,-37.554893,175.4591579,3,0.880048392
004-0009-00199,16/10/20 17:10:35,-37.5549088,175.4591568,3,1.992258981
004-0009-00199,16/10/20 17:10:34,-37.5549267,175.459156,358,1.268508861
004-0009-00199,16/10/20 17:10:33,-37.5549381,175.4591564,357,0.602251488
004-0009-00199,16/10/20 17:10:31,-37.5549596,175.4591571,1,0.561727901
004-0009-00199,16/10/20 17:10:29,-37.5549697,175.459157,355,1.241691409
004-0009-00199,16/10/20 17:10:28,-37.5549936,175.4591583,0,1.479775742
004-0009-00199,16/10/20 17:10:27,-37.5550069,175.4591587,1,0.689849645
004-0009-00199,16/10/20 17:10:25,-37.5550193,175.4591583,0,1.835313358
004-0009-00199,16/10/20 17:10:24,-37.5550358,175.4591584,3,1.248290612
004-0009-00199,16/10/20 17:10:23,-37.555047,175.4591575,1,1.724264648
004-0009-00199,16/10/20 17:10:22,-37.5550625,175.4591578,354,0.704277437
004-0009-00199,16/10/20 17:10:20,-37.5550882,175.4591619,356,0.684417355
004-0009-00199,16/10/20 17:10:18,-37.5551005,175.4591624,358,1.290746402
004-0009-00199,16/10/20 17:10:17,-37.5551121,175.4591628,1,1.257174499
004-0009-00199,16/10/20 17:10:16,-37.5551234,175.4591625,7,1.22160524
004-0009-00199,16/10/20 17:10:15,-37.5551343,175.4591608,6,1.231607573
004-0009-00199,16/10/20 17:10:14,-37.5551567,175.4591581,6,0.679870964
004-0009-00199,16/10/20 17:10:12,-37.5551688,175.4591559,1,1.4466575
004-0009-00199,16/10/20 17:10:11,-37.5551818,175.4591554,355,1.349359564
004-0009-00199,16/10/20 17:10:10,-37.5552048,175.4591579,354,0.886421376
004-0009-00199,16/10/20 17:10:08,-37.5552207,175.4591593,358,1.212916351
004-0009-00199,16/10/20 17:10:07,-37.5552316,175.4591597,1,1.379502712
004-0009-00199,16/10/20 17:10:06,-37.555244,175.4591594,359,1.423986748
004-0009-00199,16/10/20 17:10:05,-37.5552568,175.4591597,1,1.346341475
004-0009-00199,16/10/20 17:10:04,-37.5552689,175.4591593,6,1.901714772
004-0009-00199,16/10/20 17:10:03,-37.5552859,175.459157,4,1.28108002
004-0009-00199,16/10/20 17:10:02,-37.5552974,175.4591562,3,1.249531422
004-0009-00199,16/10/20 17:10:01,-37.5553086,175.4591551,3,0.690761644
004-0009-00199,16/10/20 17:09:59,-37.5553317,175.4591532,5,0.603793385
004-0009-00199,16/10/20 17:09:57,-37.5553425,175.4591518,2,1.313957593
004-0009-00199,16/10/20 17:09:56,-37.5553543,175.4591511,2,2.148539718
004-0009-00199,16/10/20 17:09:55,-37.5553736,175.4591501,1,1.129531728
004-0009-00199,16/10/20 17:09:53,-37.5553939,175.4591493,2,1.34660043
004-0009-00199,16/10/20 17:09:52,-37.555406,175.4591488,0,1.256927938
004-0009-00199,16/10/20 17:09:51,-37.5554173,175.4591487,5,1.288918858
004-0009-00199,16/10/20 17:09:50,-37.5554288,175.4591469,7,1.237413262
004-0009-00199,16/10/20 17:09:49,-37.5554398,175.4591448,8,1.268242465
004-0009-00199,16/10/20 17:09:48,-37.555451,175.4591421,5,2.106956351
004-0009-00199,16/10/20 17:09:47,-37.5554699,175.4591405,3,0.918163159
004-0009-00199,16/10/20 17:09:45,-37.5554864,175.4591398,12,1.154045681
004-0009-00199,16/10/20 17:09:44,-37.5554966,175.4591374,19,1.877322375
004-0009-00199,16/10/20 17:09:43,-37.5555127,175.459131,9,1.00397398
004-0009-00199,16/10/20 17:09:41,-37.5555305,175.4591272,5,1.255809663
004-0009-00199,16/10/20 17:09:40,-37.5555417,175.4591254,359,1.935479166
004-0009-00199,16/10/20 17:09:39,-37.5555591,175.4591252,6,1.30898788
004-0009-00199,16/10/20 17:09:38,-37.5555708,175.4591236,1,0.623275677
004-0009-00199,16/10/20 17:09:36,-37.555582,175.4591231,0,1.290536273
004-0009-00199,16/10/20 17:09:35,-37.5556062,175.4591226,359,0.739691485
004-0009-00199,16/10/20 17:09:33,-37.5556195,175.4591227,0,1.479356782
004-0009-00199,16/10/20 17:09:32,-37.5556454,175.4591223,1,1.334787024
